"","smiles","drugbank_id","prestwick_ID"
"797","COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N","DB06712","Prestw-1154"
"798","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C","DB06718","Prestw-1161"
"799","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1","DB06729","Prestw-21"
"800","OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl","DB06736","Prestw-175"
"801","NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1","DB06742","Prestw-366"
"802","CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C","DB06762","Prestw-246"
"803","C1CN=C(N1)C1CCCC2=CC=CC=C12","DB06764","Prestw-698"
"804","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","DB06777","Prestw-285"
"805","[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB06786","Prestw-655"
"806","[H][C@](C)(CN(C)C)[C@@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1","DB06793","Prestw-1054"
"807","NCC1=CC=C(C=C1)S(N)(=O)=O","DB06795","Prestw-166"
"808","C1N2CN3CN1CN(C2)C3","DB06799","Prestw-1282"
"809","OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O","DB06803","Prestw-40"
"810","CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2","DB06816","Prestw-1040"
"811","ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB06820","Prestw-810"
"812","COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1","DB06821","Prestw-769"
"813","[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O","DB06827","Prestw-1113"
"814","CC1=CC(=O)OC2=C1C=CC(O)=C2","DB07118","Prestw-901"
"815","[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C","DB07402","Prestw-1003"
"816","OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1","DB07477","Prestw-893"
"817","COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC","DB07615","Prestw-1198"
"818","[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1","DB07931","Prestw-699"
"819","COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CS1","DB08313","Prestw-100"
"820","OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1","DB08604","Prestw-1479"
"821","[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O","DB08621","Prestw-25"
"822","[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O","DB08626","Prestw-633"
"823","CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1","DB08792","Prestw-903"
"824","C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1","DB08799","Prestw-258"
"825","CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1","DB08800","Prestw-807"
"826","CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1","DB08806","Prestw-428"
"827","CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O","DB08814","Prestw-528"
"828","CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O","DB08835","Prestw-1091"
"829","NCCC1=CNC2=CC=C(O)C=C12","DB08839","Prestw-481"
"830","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C","DB08905","Prestw-1420"
"831","CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","DB08936","Prestw-706"
"832","C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1","DB08941","Prestw-68"
"833","CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O","DB08942","Prestw-44"
"834","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl","DB08943","Prestw-127"
"835","CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O","DB08946","Prestw-1052"
"836","[H][C@@](C)(O)C(O)=NC1=C(I)C(C(O)=NC(CO)CO)=C(I)C(C(O)=NC(CO)CO)=C1I","DB08947","Prestw-871"
"837","CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O","DB08951","Prestw-836"
"838","CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1","DB08954","Prestw-311"
"839","CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1","DB08958","Prestw-551"
"840","C[N+](C)(C)CCCCCC[N+](C)(C)C","DB08960","Prestw-38"
"841","C\C(N(CC1=CN=C(C)NC1=N)C=O)=C(\CCO)SSCC1CCCO1","DB08966","Prestw-1007"
"842","CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O","DB08972","Prestw-204"
"843","COC(O)=NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=C(F)C=C1","DB08974","Prestw-1416"
"844","OC1=NCC2(CCN(CCC3=CC=CC=C3)CC2)O1","DB08979","Prestw-213"
"845","CC(NCCC(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","DB08980","Prestw-270"
"846","OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1","DB08981","Prestw-218"
"847","OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F","DB08984","Prestw-1407"
"848","CCNCC(O)C1=CC(O)=CC=C1","DB08985","Prestw-1017"
"849","CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1","DB08989","Prestw-500"
"850","COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1","DB08991","Prestw-32"
"851","COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1","DB08995","Prestw-1503"
"852","ClC1=CC=C(C=C1)C(OCCN1CCCCC1)C1=CC=CC=C1","DB09002","Prestw-793"
"853","CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1","DB09004","Prestw-1380"
"854","CCCNC(C)C(O)=NC1=C(SC=C1C)C(=O)OC","DB09009","Prestw-1032"
"855","[H][C@@]12CC[C@@](O)(CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C","DB09015","Prestw-148"
"856","CCN(CC)CCN=C(O)C1=C(OC)C=C(N)C(Br)=C1","DB09018","Prestw-704"
"857","CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1","DB09019","Prestw-1246"
"858","CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1","DB09020","Prestw-419"
"859","CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1","DB09022","Prestw-367"
"860","CC1=[N+]([O-])C=C(N=C1)C(O)=O","DB09055","Prestw-1127"
"861","CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O","DB09064","Prestw-1076"
"862","COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1","DB09069","Prestw-549"
"863","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H]","DB09070","Prestw-1181"
"864","COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O","DB09081","Prestw-1288"
"865","CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12","DB09084","Prestw-297"
"866","CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C","DB09085","Prestw-571"
"867","CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1","DB09088","Prestw-49"
"868","COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1","DB09090","Prestw-1601"
"869","[H][C@]12C[C@@]3([H])[C@]([H])(N(C)C)C(O)=C(C(O)=N)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@@]2(C)O","DB09093","Prestw-145"
"870","OS(=O)(=O)CCS","DB09110","Prestw-1487"
"871","OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","DB09134","Prestw-878"
"872","COCC(=O)NC1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","DB09156","Prestw-872"
"873","CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12","DB09167","Prestw-488"
"874","CCOC1=CC=CC=C1OCC1CNCCO1","DB09185","Prestw-1361"
"875","CNCCC(OC1=CC=CC=C1OC)C1=CC=CC=C1","DB09186","Prestw-910"
"876","CNCC(O)C1=CC=C(O)C=C1","DB09203","Prestw-1088"
"877","CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1","DB09205","Prestw-42"
"878","OC(=N)CN1CCCC1=O","DB09210","Prestw-537"
"879","CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O","DB09213","Prestw-907"
"880","CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O","DB09216","Prestw-205"
"881","CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl","DB09218","Prestw-1104"
"882","[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1","DB09220","Prestw-106"
"883","CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12","DB09225","Prestw-1368"
"884","COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1","DB09232","Prestw-1376"
"885","CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC","DB09236","Prestw-1297"
"886","COC1=NC(C)=NC(Cl)=C1NC1=NCCN1","DB09242","Prestw-1016"
"887","CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O","DB09273","Prestw-1136"
"888","CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1","DB09282","Prestw-547"
"889","CCN(CC)C1=CC(C)=NC2=NC=NN12","DB09283","Prestw-1012"
"890","CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1","DB09300","Prestw-1253"
"891","CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I","DB09313","Prestw-1062"
"892","[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O","DB09324","Prestw-1345"
"893","CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC","DB09342","Prestw-1059"
"894","CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1","DB09345","Prestw-716"
"895","NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1","DB09355","Prestw-711"
"896","CC(C)(CO)[C@@H](O)C(=O)NCCCO","DB09357","Prestw-22"
"897","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3","DB09371","Prestw-24"
"898","CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O","DB09403","Prestw-838"
"899","CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1","DB09552","Prestw-925"
"900","NC(=O)NC1NC(=O)NC1=O","DB11100","Prestw-2"
"901","CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1","DB11125","Prestw-708"
"902","CCCCOC(=O)C1=CC=C(N)C=C1","DB11148","Prestw-761"
"903","[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1","DB11156","Prestw-212"
"904","OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2","DB11157","Prestw-1224"
"905","[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C","DB11181","Prestw-62"
"906","CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1","DB11186","Prestw-387"
"907","OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","DB11217","Prestw-1026"
"908","COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O","DB11221","Prestw-898"
"909","C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1","DB11336","Prestw-659"
"910","COC1=C(O)C=CC=C1","DB11359","Prestw-1268"
"911","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C(=O)C[C@]12C)C(C)=O","DB11371","Prestw-1002"
"912","FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1","DB11376","Prestw-1117"
"913","NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O","DB11389","Prestw-540"
"914","OC1=NC(=O)N(N=C1)C1=CC(Cl)=C(C(C#N)C2=CC=C(Cl)C=C2)C(Cl)=C1","DB11398","Prestw-1394"
"915","COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2","DB11410","Prestw-210"
"916","CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl","DB11413","Prestw-955"
"917","[H][C@@]1(C[C@H](C)[C@@]([H])(O1)[C@]1(CC)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@]1([H])O[C@@](O)(CO)[C@H](C)C[C@@H]1C","DB11430","Prestw-748"
"918","COC(=O)NC1=NC2=CC(=CC=C2N1)S(=O)C1=CC=CC=C1","DB11446","Prestw-1459"
"919","NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1","DB11461","Prestw-715"
"920","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=C(C=CC=C2)N=C1","DB11464","Prestw-731"
"921","[H]\C(C)=C1/N=C(O)C(N=C(O)C2=CSC(=N2)C23CCC(=NC2C2=CSC(=N2)C(N=C(O)C2=CSC(=N2)C(N=C(O)C2CSC1=N2)C(C)(O)C(C)O)C(C)OC(=O)C1=NC2=C(C=CC(NC(C(C)CC)C(O)=NC(C)C(O)=NC(=C)C(O)=NC(C)C(O)=N3)C2O)C(=C1)C(C)O)C1=NC(=CS1)C(O)=NC(=C)C(O)=NC(=C)C(O)=N)C(C)O","DB11467","Prestw-522"
"922","COP(=O)(OC)C(O)C(Cl)(Cl)Cl","DB11473","Prestw-51"
"923","CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC","DB11475","Prestw-1353"
"924","CC1=CC=CC(C)=C1NC1=NCCCS1","DB11477","Prestw-598"
"925","OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O","DB11491","Prestw-1339"
"926","CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1","DB11502","Prestw-831"
"927","CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO","DB11512","Prestw-159"
"928","CC1=C(C=CC=C1NC1=C(C=CC=N1)C(O)=O)C(F)(F)F","DB11518","Prestw-744"
"929","CCNC1(CCCCC1=O)C1=CC=CS1","DB11549","Prestw-1022"
"930","COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC","DB11582","Prestw-539"
"931","[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O","DB11590","Prestw-1194"
"932","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]","DB11619","Prestw-1267"
"933","[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O","DB11622","Prestw-123"
"934","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C","DB11636","Prestw-1033"
"935","OC(=O)C(CC1=CC(O)=NC2=CC=CC=C12)NC(=O)C1=CC=C(Cl)C=C1","DB11656","Prestw-1166"
"936","CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1","DB11696","Prestw-626"
"937","[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C","DB11699","Prestw-461"
"938","CC(N(CC1=CN=C(C)NC1=N)C=O)=C(CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1","DB11748","Prestw-654"
"939","[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB11750","Prestw-781"
"940","CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O","DB11820","Prestw-1024"
"941","[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O","DB11921","Prestw-1509"
"942","CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O","DB11994","Prestw-1167"
"943","OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1","DB12017","Prestw-979"
"944","COC1=CC=CC=C1N1CCN(CC(O)COC2=CC=CC3=CC=CC=C23)CC1","DB12092","Prestw-975"
"945","[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OCC","DB12131","Prestw-268"
"946","[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C","DB12221","Prestw-1259"
"947","CC(C)(C)NCC(O)C1=CC=CC=C1Cl","DB12248","Prestw-1352"
"948","CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1","DB12293","Prestw-229"
"949","CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1","DB12319","Prestw-370"
"950","OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1","DB12401","Prestw-509"
"951","CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCC(O)CC1","DB12447","Prestw-1120"
"952","FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1","DB12465","Prestw-392"
"953","C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C","DB12474","Prestw-95"
"954","C(N1CCN(CC1)C1=NC=CC=N1)C1=CC2=C(OCO2)C=C1","DB12478","Prestw-980"
"955","CCN1CCC[C@H]1CNC(=O)C1=C(O)C(Cl)=CC(Cl)=C1OC","DB12518","Prestw-1325"
"956","CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1","DB12523","Prestw-1506"
"957","CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1","DB12532","Prestw-58"
"958","C1CN=C(N1)C1COC2=CC=CC=C2O1","DB12551","Prestw-926"
"959","CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1","DB12554","Prestw-310"
"960","[H][C@@]1(N)CC=C(CN)O[C@]1([H])O[C@]1([H])[C@@]([H])(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])OC[C@](C)(O)[C@]([H])(NC)[C@@]2([H])O)[C@@]1([H])O","DB12604","Prestw-506"
"961","O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1","DB12610","Prestw-740"
"962","COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1","DB12661","Prestw-905"
"963","CCCC1=NC=CC(=C1)C(S)=N","DB12667","Prestw-1321"
"964","OCCN=C(O)CN1C=CN=C1N(=O)=O","DB12736","Prestw-649"
"965","NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1","DB12783","Prestw-938"
"966","[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC","DB12789","Prestw-460"
"967","CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1","DB12831","Prestw-1008"
"968","CC(O)CN1C(C)=NC=C1N(=O)=O","DB12834","Prestw-1340"
"969","OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1","DB12867","Prestw-484"
"970","OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1","DB12930","Prestw-1456"
"971","CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O","DB13025","Prestw-216"
"972","CC1=NC=C(N1CC(O)CCl)N(=O)=O","DB13026","Prestw-164"
"973","NC1=NC(=NC(N)=N1)C1=C(Cl)C=CC(Cl)=C1","DB13056","Prestw-1173"
"974","C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1","DB13063","Prestw-550"
"975","[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4Cl)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C","DB13092","Prestw-456"
"976","[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C(=O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4","DB13132","Prestw-498"
"977","CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1","DB13139","Prestw-1516"
"978","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DB13169","Prestw-982"
"979","CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O","DB13179","Prestw-36"
"980","[98Tc].CCC1=CC=CC(CC)=C1N=C(O)CN(CC(O)=O)CC(O)=O.CCC1=CC=CC(CC)=C1N=C([O-])CN(CC([O-])=O)CC([O-])=O","DB13183","Prestw-504"
"981","CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1","DB13216","Prestw-826"
"982","OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1","DB13217","Prestw-1254"
"983","CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O","DB13225","Prestw-1393"
"984","CC(C)CC(NC(C)=O)C(O)=O","DB13226","Prestw-896"
"985","CCOC1O[C@H]([C@@H](COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O","DB13227","Prestw-1019"
"986","CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1","DB13232","Prestw-658"
"987","CCCC(=O)NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC","DB13242","Prestw-813"
"988","OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","DB13248","Prestw-869"
"989","NCC(O)C1=CC=C(O)C=C1","DB13251","Prestw-949"
"990","CC(=O)OC1CN2CCC1CC2","DB13262","Prestw-1511"
"991","CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2","DB13284","Prestw-11"
"992","CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12","DB13292","Prestw-294"
"993","[H][C@@]1(CC[C@]2(O)[C@]3([H])CCC4=C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O)C1=COC(=O)C=C1","DB13307","Prestw-986"
"994","COC1=CC=C(C=C1C(=O)NCC1=CC=CN=C1)C(=O)NCC1=CC=CN=C1","DB13327","Prestw-119"
"995","CCC1(CC)C(=O)NC=CC1=O","DB13331","Prestw-803"
"996","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O","DB13337","Prestw-723"
"997","CCCCCCCCN[C@@H](C)[C@H](O)C1=CC=C(SC(C)C)C=C1","DB13340","Prestw-421"
"998","CCCCOC1=CC=C(CC(=O)NO)C=C1","DB13346","Prestw-243"
"999","CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","DB13351","Prestw-1055"
"1000","[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC","DB13374","Prestw-271"
"1001","O[Hg]C1=C2OC3=CC(=O)C(Br)=CC3=C(C2=CC(Br)=C1O[Na])C1=CC=CC=C1C(=O)O[Na]","DB13392","Prestw-787"
