"","smiles","drugbank_id","prestwick_ID"
"400","CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1","DB00821","Prestw-1261"
"401","CCN(CC)C(=S)SSC(=S)N(CC)CC","DB00822","Prestw-97"
"402","CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12","DB00827","Prestw-780"
"403","CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","DB00831","Prestw-313"
"404","CN1C(=O)CC(C1=O)C1=CC=CC=C1","DB00832","Prestw-1061"
"405","[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O","DB00833","Prestw-485"
"406","[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]","DB00834","Prestw-299"
"407","CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1","DB00835","Prestw-475"
"408","CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1","DB00836","Prestw-144"
"409","[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C","DB00838","Prestw-1119"
"410","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","DB00839","Prestw-554"
"411","CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1","DB00841","Prestw-352"
"412","O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5","DB00844","Prestw-118"
"413","CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1","DB00845","Prestw-376"
"414","CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO","DB00846","Prestw-645"
"415","C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1","DB00848","Prestw-182"
"416","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","DB00850","Prestw-125"
"417","CN(C)\N=N\C1=C(N=CN1)C(N)=O","DB00851","Prestw-574"
"418","CN1N=NC2=C(N=CN2C1=O)C(N)=O","DB00853","Prestw-1183"
"419","OCC(O)COC1=CC=C(Cl)C=C1","DB00856","Prestw-234"
"420","[H][C@](N)(C(O)=O)C(C)(C)S","DB00859","Prestw-1477"
"421","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00860","Prestw-274"
"422","OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1","DB00861","Prestw-39"
"423","CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1","DB00862","Prestw-1356"
"424","CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O","DB00863","Prestw-201"
"425","CC(C)NCC(O)COC1=CC=CC=C1CC=C","DB00866","Prestw-250"
"426","C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1","DB00867","Prestw-349"
"427","CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC","DB00868","Prestw-12"
"428","CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB00869","Prestw-1116"
"429","CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1","DB00870","Prestw-816"
"430","CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1","DB00871","Prestw-391"
"431","COC1=CC=CC=C1OCC(O)CO","DB00874","Prestw-776"
"432","ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1","DB00878","Prestw-143"
"433","NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1","DB00879","Prestw-1604"
"434","NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1","DB00880","Prestw-251"
"435","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O","DB00881","Prestw-927"
"436","CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1","DB00882","Prestw-397"
"437","[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O","DB00883","Prestw-714"
"438","CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1","DB00885","Prestw-1603"
"439","CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O","DB00887","Prestw-276"
"440","CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2","DB00889","Prestw-1187"
"441","[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1","DB00890","Prestw-798"
"442","NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1","DB00891","Prestw-762"
"443","CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC","DB00892","Prestw-57"
"444","[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00896","Prestw-1020"
"445","OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O","DB00900","Prestw-153"
"446","CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1","DB00903","Prestw-259"
"447","CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2","DB00904","Prestw-1058"
"448","[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1","DB00908","Prestw-280"
"449","NS(=O)(=O)CC1=NOC2=CC=CC=C12","DB00909","Prestw-1162"
"450","CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O","DB00911","Prestw-766"
"451","CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O","DB00912","Prestw-1046"
"452","NC(=N)NC(=N)NCCC1=CC=CC=C1","DB00914","Prestw-179"
"453","NC12CC3CC(CC(C3)C1)C2","DB00915","Prestw-407"
"454","CC1=NC=C(N1CCO)[N+]([O-])=O","DB00916","Prestw-81"
"455","[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2","DB00919","Prestw-804"
"456","CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12","DB00920","Prestw-371"
"457","[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O","DB00923","Prestw-470"
"458","CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12","DB00924","Prestw-445"
"459","CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1","DB00925","Prestw-944"
"460","CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C","DB00926","Prestw-1409"
"461","NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1","DB00927","Prestw-104"
"462","NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","DB00928","Prestw-866"
"463","CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC","DB00929","Prestw-1443"
"464","[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C","DB00931","Prestw-964"
"465","CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2","DB00933","Prestw-529"
"466","CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21","DB00934","Prestw-346"
"467","CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C","DB00935","Prestw-224"
"468","CCN(CC)C(C)C(=O)C1=CC=CC=C1","DB00937","Prestw-1471"
"469","OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1","DB00938","Prestw-945"
"470","CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1","DB00939","Prestw-206"
"471","CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12","DB00940","Prestw-1066"
"472","NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1","DB00943","Prestw-1037"
"473","CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C","DB00944","Prestw-616"
"474","CC(=O)OC1=CC=CC=C1C(O)=O","DB00945","Prestw-1207"
"475","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]","DB00947","Prestw-1424"
"476","CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB00950","Prestw-1102"
"477","NNC(=O)C1=CC=NC=C1","DB00951","Prestw-161"
"478","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O","DB00954","Prestw-557"
"479","[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O","DB00957","Prestw-1452"
"480","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C","DB00959","Prestw-279"
"481","CC(C)NCC(O)COC1=CC=CC2=C1C=CN2","DB00960","Prestw-90"
"482","CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C","DB00961","Prestw-1280"
"483","CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N","DB00962","Prestw-1369"
"484","CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O","DB00966","Prestw-1350"
"485","ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1","DB00967","Prestw-1390"
"486","C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O","DB00968","Prestw-326"
"487","CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O","DB00972","Prestw-1130"
"488","OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1","DB00975","Prestw-142"
"489","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB00977","Prestw-1405"
"490","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12","DB00978","Prestw-238"
"491","CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1","DB00979","Prestw-1095"
"492","[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C","DB00981","Prestw-566"
"493","C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O","DB00982","Prestw-256"
"494","COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1","DB00983","Prestw-1421"
"495","CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","DB00985","Prestw-265"
"496","C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1","DB00986","Prestw-746"
"497","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O","DB00987","Prestw-1134"
"498","NCCC1=CC(O)=C(O)C=C1","DB00988","Prestw-1398"
"499","CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C","DB00989","Prestw-1334"
"500","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C","DB00990","Prestw-1410"
"501","OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1","DB00991","Prestw-1060"
"502","CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O","DB00993","Prestw-94"
"503","CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O","DB00995","Prestw-1233"
"504","NCC1(CC(O)=O)CCCCC1","DB00996","Prestw-861"
"505","COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O","DB00997","Prestw-438"
"506","NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1","DB00999","Prestw-9"
"507","CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1","DB01001","Prestw-198"
"508","OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O","DB01003","Prestw-812"
"509","NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1","DB01004","Prestw-839"
"510","N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N","DB01006","Prestw-1025"
"511","ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1","DB01007","Prestw-1184"
"512","CS(=O)(=O)OCCCCOS(C)(=O)=O","DB01008","Prestw-1179"
"513","CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1","DB01009","Prestw-219"
"514","CC[N+](C)(C)C1=CC(O)=CC=C1","DB01010","Prestw-83"
"515","CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1","DB01011","Prestw-904"
"516","OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O","DB01014","Prestw-730"
"517","CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1","DB01015","Prestw-177"
"518","COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","DB01016","Prestw-316"
"519","[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2","DB01017","Prestw-315"
"520","NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl","DB01018","Prestw-339"
"521","CC(C[N+](C)(C)C)OC(N)=O","DB01019","Prestw-1073"
"522","[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O","DB01020","Prestw-1294"
"523","NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl","DB01021","Prestw-825"
"524","CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC","DB01023","Prestw-478"
"525","CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1","DB01026","Prestw-389"
"526","CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O","DB01030","Prestw-1196"
"527","CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O","DB01032","Prestw-542"
"528","S=C1N=CNC2=C1NC=N2","DB01033","Prestw-1469"
"529","CCN(CC)CCNC(=O)C1=CC=C(N)C=C1","DB01035","Prestw-337"
"530","C[C@H](CC1=CC=CC=C1)N(C)CC#C","DB01037","Prestw-552"
"531","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1","DB01039","Prestw-275"
"532","O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12","DB01041","Prestw-192"
"533","CC12CC3CC(C)(C1)CC(N)(C3)C2","DB01043","Prestw-978"
"534","COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1","DB01044","Prestw-1265"
"535","CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C","DB01045","Prestw-525"
"536","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O","DB01047","Prestw-774"
"537","NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1","DB01048","Prestw-1512"
"538","CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C","DB01051","Prestw-834"
"539","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O","DB01053","Prestw-1078"
"540","CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC","DB01054","Prestw-916"
"541","CC(N)C(=O)NC1=C(C)C=CC=C1C","DB01056","Prestw-1027"
"542","O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1","DB01058","Prestw-260"
"543","CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1","DB01059","Prestw-221"
"544","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01060","Prestw-357"
"545","[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1","DB01061","Prestw-821"
"546","CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1","DB01062","Prestw-287"
"547","CC(C)NCC(O)C1=CC(O)=C(O)C=C1","DB01064","Prestw-1097"
"548","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","DB01065","Prestw-458"
"549","CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","DB01067","Prestw-131"
"550","CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C","DB01069","Prestw-888"
"551","NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O","DB01073","Prestw-1483"
"552","C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1","DB01074","Prestw-286"
"553","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","DB01075","Prestw-65"
"554","CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1","DB01076","Prestw-1232"
"555","CC(O)(P(O)(O)=O)P(O)(O)=O","DB01077","Prestw-863"
"556","NC(CCC(O)=O)C=C","DB01080","Prestw-501"
"557","CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O","DB01082","Prestw-321"
"558","CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1","DB01084","Prestw-1274"
"559","CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O","DB01085","Prestw-449"
"560","CCOC(=O)C1=CC=C(N)C=C1","DB01086","Prestw-712"
"561","COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1","DB01087","Prestw-476"
"562","C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1","DB01090","Prestw-188"
"563","CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12","DB01091","Prestw-1252"
"564","CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12","DB01095","Prestw-859"
"565","CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","DB01097","Prestw-772"
"566","NC1=C(F)C=NC(=O)N1","DB01099","Prestw-934"
"567","FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1","DB01100","Prestw-308"
"568","CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2","DB01103","Prestw-318"
"569","CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12","DB01104","Prestw-1014"
"570","CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1","DB01105","Prestw-1159"
"571","C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1","DB01106","Prestw-1039"
"572","ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB01110","Prestw-67"
"573","[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O","DB01112","Prestw-720"
"574","COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1","DB01113","Prestw-583"
"575","CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1","DB01114","Prestw-117"
"576","COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC","DB01115","Prestw-63"
"577","OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O","DB01117","Prestw-534"
"578","CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2","DB01118","Prestw-409"
"579","CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2","DB01119","Prestw-87"
"580","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1","DB01120","Prestw-558"
"581","CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","DB01124","Prestw-190"
"582","ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB01127","Prestw-304"
"583","CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F","DB01128","Prestw-1239"
"584","COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1","DB01129","Prestw-1495"
"585","[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB01130","Prestw-1044"
"586","CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1","DB01131","Prestw-999"
"587","CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1","DB01132","Prestw-1314"
"588","COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2","DB01136","Prestw-1262"
"589","O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1","DB01138","Prestw-290"
"590","[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01140","Prestw-434"
"591","[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12","DB01142","Prestw-263"
"592","NCCCNCCSP(O)(O)=O","DB01143","Prestw-1489"
"593","NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O","DB01144","Prestw-809"
"594","CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1","DB01146","Prestw-707"
"595","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O","DB01147","Prestw-186"
"596","CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1","DB01148","Prestw-242"
"597","CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1","DB01149","Prestw-1152"
"598","CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12","DB01151","Prestw-343"
"599","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl","DB01153","Prestw-1045"
"600","CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1","DB01156","Prestw-249"
"601","CC[N+](C)(C)CC1=CC=CC=C1Br","DB01158","Prestw-942"
"602","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1","DB01162","Prestw-751"
"603","CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1","DB01165","Prestw-237"
"604","O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2","DB01166","Prestw-587"
"605","CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1","DB01167","Prestw-1139"
"606","CNNCC1=CC=C(C=C1)C(=O)NC(C)C","DB01168","Prestw-1112"
"607","NC(N)=NCCN1CCCCCCC1","DB01170","Prestw-317"
"608","ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1","DB01171","Prestw-353"
